Track,Artist,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Shazam Counts,Explicit Track
Mala Fama,Danna Paola,"346,737,588","25,823","6,551,065","131,003","15,861,564","141,133,651","114,882,014","710,052",0
banking on me,Gunna,"170,941,932","73,853","8,684,961","27,400","12,640,222","101,411,557","307,396,103","824,789",1
Paris,The Chainsmokers,"1,188,567,787","125,952","35,637,449","1,173,367","58,227,763","388,633,141","367,951","4,914,487",0
MERCEDES CAROTA,Bad Bunny,"102,660,899","18,253","6,004,573","3,233","2,189,880","21,328,128","2,634,695","208,933",1
Not So Bad (Leans Gone Cold),Rae Sremmurd,"45,382,812","26,937","2,239,607","163,701","4,240,089","53,885,377","180,034,531","1,004,688",1
Swimming Pools (Drank),Kendrick Lamar,"731,646,994","157,106","24,325,603","40,220","10,917,801","87,387,158","395,108","6,577,435",1
Kool-Aid,Bring Me The Horizon,"49,756,092","11,905","10,502,401","5,352","214,666","4,372","15,168,530","65,087",1
Can't Remember to Forget You,Shakira,"526,083,566","76,288","26,987,950","56,018","34,115,468","212,271,619","1,707,525,092","5,075,463",0
Bad Things (with Camila Cabello),mgk,"683,966,195","70,054","13,629,016","54,403","9,917,672","57,154,966","36,834,339","6,123,810",0
Softcore,The Neighbourhood,"915,401,494","155,329","39,721,831","188,807","155,773,701","1,120,661,792","94,156,143","4,588,227",0
Sacrifice,The Weeknd,"387,273,112","61,978","16,015,269","21,110","10,221,959","179,105,827","2,664,563,656","1,926,829",1
Attention,Doja Cat,"124,343,335","25,076","9,223,630","19,555","21,295,468","244,276,844","1,278,125","497,479",1
Replay,Iyaz,"941,989,512","202,958","78,141,768","248,312","30,186,137","239,082,117","208,116,538","6,223,045",0
PHONKY TOWN,PlayaPhonk,"272,702,293","96,215","17,590,009","551,633","191,409,490","1,530,938,016","4,455,085","1,942,410",1
We Rollin,Shubh,"258,337,879","25,049","3,683,882","761,830","14,183,967","226,438,634","795,121","339,861",1
Si Te La Encuentras Por Ahï¿,Feid,"245,582,383","50,023","10,033,886","28,407","6,489,257","97,281,914","319,953,187","313,095",0
Daru Badnaam,Param Singh,"92,896,589","15,887","2,265,888","390,900","10,757,515","203,136,653","59,414,723","263,588",0
Memory Lane,Old Dominion,"116,035,112","12,404","6,217,052","3,454","586,409","10,490,564","151,376,171","312,027",0
24 (feat. Lil Baby),Money Man,"390,733,154","105,426","12,610,976","7,376","2,506,375","24,693,976","4,105,289",,1
THE SHADE,Rex Orange County,"350,427,750","49,991","14,312,352","204,742","61,504,934","569,263,172","544,115,326","477,438",0
You,Regard,"313,144,836","59,063","18,646,872","53,473","9,402,727","105,002,413","9,385,389","2,293,223",1
Thinking out Loud,Ed Sheeran,"2,502,925,593","212,574","119,020,197","168,386","63,593,438","548,933,681","25,654,740","26,904,347",0
Mbappe,Eladio Carrion,"204,730,798","35,882","4,007,932","153,900","45,043,047","411,286,349","2,672,924","258,504",1
Maria,HWASA,"280,901,994","31,034","6,694,945","854,500","100,199,461","948,594,062","14,011,677","126,970",0
Butakera,La Joaqui,"127,392,768","22,713","6,540,862","897,800","280,690,579","2,966,243,206","7,595,234","282,479",0
Savage,aespa,"222,400,657","19,680","9,854,978","113,542","141,153,423","936,285,256","145,924,225","400,154",0
Mad at Disney,salem ilese,"335,604,759","47,721","9,209,948","1,961,193","340,937,251","2,759,903,957","1,644,734","1,008,719",0
Trojan Horse,Dave,"76,510,509","35,841","3,367,961",61,"5,249","76,912","5,542","138,675",1
Beautiful Girl,Luciano,"191,569,959","73,054","4,131,980",690,"12,323,369","129,718,183","80,052,391","343,759",0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,"589,832,336","139,494","20,487,412","43,833","21,945,800","118,952,804","58,506,780","1,800,184",0
Tï¿½ï¿½ Me Dejaste De Qu,C. Tangana,"401,979,272","80,139","15,198,667","101,915","18,751,200","203,030,554","86,821,613","1,750,278",0
Spotless (feat. The Lumineers),Zach Bryan,"157,676,395","21,485","5,429,963","3,492","308,886","2,359,449","3,948,452","118,515",1
Me Rehï¿½ï,Danny Ocean,"1,779,760,815","90,161","37,656,145","513,775","50,587,031","371,899,383","6,608",,0
Baby you,ıııııı,"30,361,093","6,140","1,321,340","1,530,302","159,193,521","1,949,963,259","70,002,169","250,538",0
CUAL ES ESA,Feid,"84,131,713","9,659","7,789,551",229,"1,550","28,600","76,010,877","154,493",1
Armed And Dangerous,Juice WRLD,"786,839,663","128,506","20,744,090","115,366","15,447,249","108,771,380","52,186,744","763,212",1
Salimo de Noche,Tiago PZK,"315,581,950","56,373","8,132,909","203,539","88,373,861","767,313,472","280,284,318","346,879",1
"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,"312,622,847","59,149","10,135,558","71,000","18,807,302","190,656,582","1,635,575","515,254",1
La Gozadera,Gente De Zona,"613,120,952","70,633","25,238,321","134,831","27,997,984","266,381,642","268,187,596","4,595,901",0
Skechers,DripReport,"402,600,493","78,831","9,948,573","1,921,469","308,754,044","2,812,434,668","70,368","3,331,270",1
I Feel Like I'm Drowning,Two Feet,"503,915,156","116,054","26,974,343","172,195","57,781,993","485,983,172","19,024,819","5,040,350",0
First Person Shooter (feat. J. Cole),Drake,"328,526,298","14,390","6,681,758","93,800","18,344,787","197,098,789",407,,0
Downtown,Anitta,"678,928,131","57,167","19,566,520","272,600","72,091,395","567,535,888","419,111,609","2,588,672",0
Crï¿½ï¿,KAROL G,"474,863,499","33,671","14,288,251","22,342","1,320,930","21,632,035","149,759,944","51,229",0
"Go Loko (feat. Tyga, Jon Z)",YG,"359,828,344","77,046","11,168,503","1,311,823","40,532,086","289,928,883","3,159,297","2,142,565",1
REMIX EXCLUSIVO,Feid,"185,448,173","32,140","17,704,359","17,536","2,313,721","19,349,275","5,630","347,852",1
"Vaathi Coming (From ""Master"")",Anirudh Ravichander,"94,152,948","9,693","3,944,785","878,600","51,767,552","848,894,091","156,425,286","166,731",0
3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,"354,889,332","121,632","12,554,800","32,776","14,487,556","91,865,926","19,727,912","881,261",1
Monica,Kuami Eugene,"3,604,452",787,"624,598","839,100","9,769,727","167,597,754","7,275,696","216,973",1
La Playa,Myke Towers,"322,757,243","60,278","9,152,097","191,433","28,268,064","215,995,105","4,594,525","833,830",1
Wasted Summers,juju<3,"145,323,071","25,526","11,685,238","272,260","104,929,528","725,884,052","24,535","230,133",0
Hasta la Raï¿½,Natalia Lafourcade,"657,268,053","85,246","30,225,538","1,278,026","307,053,317","2,833,651,298","13,674,137",,0
Seasons,Thirty Seconds To Mars,"21,188,649","3,940","2,622,151","7,977","1,643,924","34,908,043","13,637,534","518,264",1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,"650,003,788","101,864","28,028,039","1,827,953","140,205,934","1,556,374,953","228,229,299","2,791,949",1
Someone To You,BANNERS,"840,041,803","147,478","46,983,313","479,639","177,285,316","1,133,729,550","38,730","5,463,138",0
Show Yourself,Idina Menzel,"261,261,513","22,264","11,996,134","12,708","11,647,515","85,253,285","49,066,773","271,492",0
In Your Love,Tyler Childers,"86,069,322","17,650","15,787,518","27,450","10,266,486","101,213,993","151,406,536","287,728",0
Poker Face,Lady Gaga,"1,285,242,562","216,338","88,471,248","265,724","129,356,785","1,231,170,484",316,"8,551,662",0
ıııııııııı,NLO,"7,900,402","4,782","367,497","258,850","16,582,173","215,446,483","306,023,843","998,296",0
Stunnin' (feat. Harm Franklin),Curtis Waters,"312,678,365","67,390","12,125,007","1,540,013","271,840,657","2,130,678,972","60,449","2,434,937",1
Privileged Rappers,Drake,"167,840,439","54,445","11,034,203","11,619","6,189,301","52,937,881","1,826,933","420,954",1
Umbrella,Rihanna,"1,535,595,924","236,327","123,654,318","14,079","13,327,525","123,440,263","168,343,059","166,195",0
Candy,Doja Cat,"404,872,050","55,578","17,796,199","3,688,018","295,279,928","3,235,980,364","4,134,052","2,475,830",1
Enough Is Enough,Post Malone,"106,740,885","16,395","7,898,986","1,657","748,350","12,122,087","5,692,276","432,706",1
Baila Conmigo (with Rauw Alejandro),Selena Gomez,"479,276,199","61,386","12,336,155","97,508","25,648,300","303,099,826","53,842,839","1,495,399",0
Love Me,Lil Wayne,"773,746,724","52,272","8,515,549","61,790","18,974,621","123,125,094","3,396",,1
Asï¿½ï¿½ Lo Quiso,Eslabon Armado,"173,061,521","18,616","5,085,706","143,900","22,419,288","239,225,982","53,205,932","604,065",0
Moon,Kanye West,"300,082,779","103,366","12,996,384","35,728","30,439,067","259,653,952","20,581","427,988",0
Essence (feat. Justin Bieber & Tems),Wizkid,"142,075,177","43,680","10,012,685","71,600","3,411,107","38,844,483","107,261,011","1,964,096",0
X,Nicky Jam,"981,323,727","120,261","29,116,272","55,663","50,590,230","371,899,059","1,571,205","13,561,186",0
boyfriend (with Social House),Ariana Grande,"809,537,829","72,598","26,362,809","193,998","65,714,726","449,615,555","205,238,924","2,626,276",1
As the World Caves In,Sarah Cothran,"285,568,439","67,189","16,107,840","312,854","290,498,191","1,818,254,854","4,255,620","2,220,692",0
Dile a Tu Orgullo (En Vivo),Luis Alfonso Partida El Yaki,"94,677,649","9,726","5,274,940","28,439","2,397,842","39,716,201","37,578,282","405,976",0
Lottery (feat. LU KALA),Latto,"64,851,689","10,684","6,385,271","56,800","9,759,230","127,114,832","5,768,557","1,254,913",1
Si Tu Novio Te Deja Sola,J Balvin,"426,104,353","47,827","17,515,452","7,160","2,166,168","19,811,260","169,913,135","1,316,950",1
SHAKE SUMN,DaBaby,"70,418,045","19,968","17,088,080","292,327","95,802,273","767,711,351","82,291","519,634",1
Chained To The Rhythm,Katy Perry,"571,538,542","59,626","15,052,991","25,893","15,112,958","68,206,300","195,190,281","8,340,225",0
Afterglow,Ed Sheeran,"461,495,506","64,344","35,844,454","224,600","65,566,122","574,322,224","8,907,151","4,121,636",0
Mr. Brightside,The Killers,"2,174,022,106","326,294","118,562,432","95,566","41,707,356","294,739,225","3,411,865","8,538,303",0
Promiscuous,Nelly Furtado,"1,194,124,781","235,618","114,628,125","1,041,808","255,818,121","1,795,501,997","1,078,272,185","6,254,052",0
Black Swan,BTS,"459,923,962","28,314","17,354,782","358,089","106,610,222","535,835,122","128,964,343","1,357,648",0
HOT,SEVENTEEN,"210,513,394","16,039","9,403,249","168,012","137,124,191","797,795,448","200,554,634","432,666",0
Yana Yana,Semicenk,"141,236,846","15,605","2,248,819","47,407","2,261,769","60,945,277","7,986,595","275,879",0
What is Love,TWICE,"442,941,122","37,463","7,860,589","477,246","138,993,009","995,480,226","50,891,052","702,566",0
Pieces,Danilo Stankovic,"5,467,217","2,314","485,008","5,119,677","2,672,313,847","28,032,695,489","424,623","167,985",0
Cama Repetida,Leo Santana,"74,934,765","4,740","12,977,480","1,463","57,816","1,292,457","347,089,830","37,487",0
Glue Song,beabadoobee,"209,167,955","35,685","21,027,013","149,730","51,782,327","275,970,237","4,638,734","186,915",0
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie,Sam Smith,"146,921,991","18,446","17,280,612","17,397","15,319,975","351,979,940","405,838,581","813,738",0
Help Me Help You (feat. Why Don't We),Logan Paul,"82,539,441","6,224","1,056,938","4,511,709","30,197,076","137,325,098","146,516,351","250,574",0
Distraction,Polo G,"103,549,505","45,954","8,112,561","10,162","2,101,769","21,878,255","513,324,738","177,908",1
VIBE (feat. Jimin of BTS),TAEYANG,"218,831,350","14,013","18,896,639","236,412","100,972,780","595,970,672","6,017,263","322,685",0
back to the moon,Gunna,"65,374,827","33,151","5,818,874","8,010","1,144,996","11,013,533","161,795,530","203,363",1
Washing Machine Heart,Mitski,"743,015,700","133,098","31,345,611","199,978","173,568,712","1,004,422,009",330,"1,821,714",0
HACIENDO QUE ME AMAS,Bad Bunny,"391,087,418","53,386","13,266,439","6,576","12,303,446","88,351,589","3,881","897,314",1
Little Things,Jorja Smith,"46,615,691","29,693","4,972,570","250,198","50,398,483","758,814,572","55,794","591,008",0
Dead Man Walking,Brent Faiyaz,"390,893,607","109,900","16,744,963","29,802","58,116,176","368,523,039","1,642,953","927,120",1
Ball If I Want To,DaBaby,"216,934,691","65,171","14,450,198","245,749","133,687,791","1,016,363,322","41,724,867","603,507",1
P*$$Y Fairy (OTW),Jhenï¿½ï¿½,"188,774,618","39,746","10,892,506","110,353","13,089,939","91,057,232","23,752,121",,1
Ensï¿½ï¿½ï¿½ï¿½ame,Bad Bunny,"348,372,811","52,893","6,523,487","25,900","16,462,263","154,007,395","99,252,847","400,999",0
Bellaquita,Dalex,"207,093,355","33,813","5,671,029","333,046","52,979,754","534,205,330","5,645,399","361,062",1
Limbo,Daddy Yankee,"508,914,869","86,239","25,204,530","55,811","8,937,199","73,318,392","341,710,178","5,615,561",0
Hayloft II,Mother Mother,"216,252,006","55,274","8,810,602","1,195","345,600","3,837,839","90,730,940","565,511",1
Tormenta (feat. Bad Bunny),Gorillaz,"197,096,592","36,980","10,871,819","44,998","23,983,331","327,222,300","363,746","509,357",1
DJ Got Us Fallin' In Love,USHER,"841,183,589","178,587","102,898,525","27,671","7,733,399","64,589,027","188,887,432","6,644,459",0
Aullando,Wisin & Yandel,"407,025,386","32,596","12,353,977","41,816","1,175,713","16,922,902","116,399,134","1,862,363",0
El Incomprendido,Farruko,"186,233,910","58,393","11,050,675","51,939","5,919,470","95,822,904","6,639,701","2,989,432",1
23,Mike WiLL Made-It,"339,514,083","62,118","14,714,742","791,577","18,838,361","164,169,789","149,601,135","4,621,402",1
Swang,Rae Sremmurd,"658,051,344","128,507","19,018,702","310,468","28,258,632","172,756,577","33,622,630","3,394,835",1
SMOKE IT OFF!,Lumi Athena,"185,817,317","28,912","4,118,167","125,310","30,612,777","237,465,039","20,301","675,371",1
What They Want,Russ,"569,767,392","102,907","12,253,671","539,686","137,326,889","1,026,583,434","16,982,165","3,181,996",1
Take Care,Drake,"622,498,643","110,679","26,798,475","23,770","11,732,654","82,945,578","164,634,951","5,506,262",1
A Sky Full of Stars,Coldplay,"1,490,987,063","203,270","92,755,562","971,368","157,727,782","1,583,375,110","8,447,636",,0
Ramen & OJ,Joyner Lucas,"260,117,606","92,337","16,647,767","10,100","1,200,633","12,058,693","192,238,093","1,320,861",1
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna,"49,549,021","10,601","3,845,428","1,100,000","183,128,923","3,499,011,841","75,508,012","1,090,933",0
Come See Me,Rod Wave,"28,876,525","6,626","1,303,808","22,448","3,568,216","28,824,932","174,302,192","102,901",1
Cool With You,NewJeans,"165,916,276","17,423","3,301,778","43,015","13,217,486","92,644,726","9,441,934","139,260",0
Shameless,Camila Cabello,"524,463,179","59,700","20,404,459","330,599","142,205,855","1,255,373,850","95,023,763","4,462,173",0
New Freezer (feat. Kendrick Lamar),Rich The Kid,"317,302,250","59,316","12,635,825","169,932","44,327,209","286,048,019","4,852,424","2,007,712",1
GTA.mp3,Emilia,"103,722,826","13,322","11,067,087","90,830","8,610,012","81,845,600","413,657","105,207",0
Dembow,Danny Ocean,"579,189,526","60,397","11,805,084","84,450","21,202,350","158,504,854","199,705,679","1,619,550",0
WAKE UP!,MoonDeity,"152,307,497","35,409","17,925,243","20,600","13,109,944","120,806,447","21,795,577","1,106,286",1
Dembow,Danny Ocean,"579,189,526","60,397","11,805,084","84,450","21,202,350","158,504,854","199,705,679","1,619,550",0
Fast,Juice WRLD,"392,674,468","73,288","11,414,109","157,773","6,752,332","39,728,302","45,827,043","780,444",1
Come and See Me (feat. Drake),PARTYNEXTDOOR,"609,032,900","93,938","19,349,153","29,280","6,397,249","38,686,929","45,597,343","2,529,532",1
Myself,Bazzi,"279,105,227","46,745","6,489,845","5,018,008","375,872,882","4,596,936,089","21,471,340","2,446,779",0
LOCO,ITZY,"259,023,338","21,380","4,116,327","134,789","161,181,653","909,400,567","140,676,480",,0
Life's A Mess (feat. Halsey),Juice WRLD,"319,737,440","63,731","10,636,802","8,422","1,394,175","11,172,071","436,544","375,289",1
Have Mercy,Chlï¿½,"202,781,631","32,888","14,372,026","673,047","323,827,842","2,410,282,562","4,761,746","1,690,643",1
Bad Decisions (with BTS & Snoop Dogg),benny blanco,"259,730,016","21,452","21,180,923","168,727","98,491,449","597,069,529","3,913,529,220","858,779",0
Yebbaï¿½ï¿½ï¿½s Hear,Drake,"349,849,639","81,889","12,970,647","96,428","61,939,371","352,584,596","21,631,984","1,419,180",1
Drums (Feat. Kim Petras),James Hype,"48,573,000","12,116","42,703,266",583,"184,636","7,526,758","49,677,185","773,165",0
El Avioncito,Giblack,"11,569,095","3,147","419,656","2,517,500","382,042,979","5,210,740,180","3,330,686","226,882",0
Handle On You,Parker McCollum,"103,858,433","17,543","4,890,850","5,710","2,180,810","32,959,012","349,600","481,957",0
Tunnel Vision,Kodak Black,"654,828,389","139,540","20,919,688","122,425","10,413,135","86,649,600","949,109","3,010,996",1
White Tee (with NO1-NOAH),Summer Walker,"277,094,824","75,966","16,182,804","299,390","71,831,644","537,618,525","86,473,375","3,474,234",1
Too Easy,Gunna,"133,039,977","69,577","7,803,085","33,573","29,171,201","241,202,185","27,878,588","216,542",1
Walking On A Dream,Empire Of The Sun,"923,637,058","248,136","72,561,268","729,463","158,541,861","1,346,152,082","31,766,857","9,554,869",0
You Know You Like It,DJ Snake,"506,083,686","88,997","19,591,325","22,248","8,081,963","53,859,932","17,749,865","14,034,296",0
Bom Diggy,Zack Knight,"55,362,558","9,861","2,598,056","75,620","3,354,781","45,939,694","158,638,266","480,815",0
Live Another Day,Kordhell,"283,108,875","69,176","20,246,527","115,000","93,038,797","1,067,856,594","56,188","1,365,064",1
Sexo Virtual,Rauw Alejandro,"293,361,823","61,096","10,057,845","678,500","156,741,590","1,336,043,098","8,383,884","717,742",1
"Nï¿½ï¿½o, Nï¿½",Mari Fernandez,"158,404,124","19,033","5,413,126","2,418,608","89,218,584","927,182,106","218,620,029",,0
ıı ıııııııı ıııııııııı,Moreart,"60,358,583","32,582","1,788,403","3,001,121","650,159,397","8,680,132,146","994,101","3,413,948",1
Chasin' You,Morgan Wallen,"609,984,789","66,397","14,589,013","91,600","18,502,723","142,412,314","400,499,073","1,494,580",0
Ali Cabbar,Emir Can ï¿½ï¿½ï,"63,442,980","10,414","1,765,706","84,400","3,171,710","108,671,025","4,788,783","224,773",0
Clouds,BUNT.,"149,986,283","48,038","50,298,372",369,"686,653","13,195,696","5,469,007","668,816",0
Let Your Boys Be Country,Jason Aldean,"21,485,335","4,032","1,727,967","7,812","786,980","9,858,141","151,380,225","92,321",0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,"1,060,255,231","88,246","45,330,466","639,780","19,939,783","196,304,893","200,462,207","8,460,234",0
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,"509,011,250","72,182","9,700,882","195,726","94,397,647","685,543,612","40,401,043","3,377,256",0
Talk Dirty (feat. 2 Chainz),Jason Derulo,"718,634,962","116,033","31,380,421","220,691","63,662,766","429,272,415","30,042,463","14,696,611",1
Nail Tech,Jack Harlow,"224,376,030","65,837","16,010,323","28,152","15,485,348","205,572,867","491,741,705","581,658",1
The Summoning,Sleep Token,"135,976,140","41,454","4,335,379","3,074","1,344,946","14,785,534","6,852,259","390,413",0
TROLLZ (with Nicki Minaj),6ix9ine,"169,376,113","37,282","5,544,584","481,594","84,039,891","728,033,853","309,404,629","1,192,023",1
Cover Me Up,Morgan Wallen,"457,252,350","58,811","6,992,809","152,118","25,018,657","226,942,604","162,713,583","821,584",0
Un Verano Sin Ti,Bad Bunny,"360,149,048","49,439","8,856,237","32,000","21,771,827","154,135,701","31,810,445","290,721",0
Get A Guitar,RIIZE,"67,887,030","5,721","6,337,730","32,698","61,647,208","430,468,374","617,159,135","170,700",0
Heat,Gunna,"174,090,982","34,958","4,874,126","47,184","2,178,301","26,278,533","58,837,438","2,095,650",1
I Was Never There,The Weeknd,"995,463,505","139,596","44,549,966","32,188","23,839,570","175,752,903","4,107,073","3,364,449",0
Bar,TINI,"231,155,441","33,491","8,783,650",155,"4,004","72,618","55,444,647","313,366",0
Socadona (feat. Mr. Vegas),LUDMILLA,"74,338,196","12,229","3,938,315","2,417,878","167,650,207","2,134,165,382","428,427,646","203,455",0
Sial,Mahalini,"324,327,622","13,022","4,228,094","449,308","131,329,737","1,614,389,086","45,212,529","97,349",0
Pelele,Morad,"153,262,121","62,043","3,300,200","360,974","61,225,741","777,095,126","95,438","631,030",0
CAROLINA,KAROL G,"89,487,508","7,595","3,622,886","896,706","29,472,860","466,245,707","1,327,214","186,834",0
Krippy Kush,Farruko,"261,207,310","29,638","8,623,457","236,451","36,410,655","251,282,695","158,479,261","1,577,890",1
Cuaderno,Dalex,"415,170,963","57,071","15,542,644","106,464","10,874,942","72,178,937","27,037,557","882,993",1
"Burn, Burn, Burn",Zach Bryan,"261,905,370","42,715","5,866,774","12,980","2,406,657","16,825,671","19,844","345,080",0
Girl,Myke Towers,"358,885,100","66,574","10,919,097","256,873","40,681,006","384,081,312","20,323,581","921,816",1
Saving Up,Dom Dolla,"68,053,989","21,585","55,905,413","7,007","3,086,204","48,264,636","1,223","337,132",0
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,"973,400,151","172,881","24,951,320","101,201","14,078,490","83,669,477","26,594,177",,1
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,"331,506,695","116,321","15,413,876","24,736","13,454,627","89,324,319","3,032,466","363,790",1
LLYLM,ROSALï¿½,"163,400,564","25,380","8,516,973","14,073","8,297,832","107,127,704","58,633,125","1,343,247",0
Levels,Sidhu Moose Wala,"146,988,095","16,234","2,550,626","274,492","4,894,124","69,189,680","826,816","366,308",1
La player (Bandolera),Zion & Lennox,"603,009,543","60,339","19,082,403","25,591","2,655,600","33,166,882","107,154,352","1,628,610",0
Let's Love,Sia,"222,571,023","44,252","11,141,387","851,690","20,613,081","221,346,418","13,295,182","5,019,153",0
On My Mind,Diplo,"287,897,439","146,593","20,526,230","175,051","126,561,681","855,075,576","11,842,376","1,261,710",0
Vampiro,Matuï¿,"250,112,783","37,790","7,871,652","77,011","12,026,795","81,406,851","27,177,813","124,505",0
Another Late Night (feat. Lil Yachty),Drake,"61,355,849","24,182","4,216,247","5,211","1,366,663","16,120,565","191,669,953","141,072",1
Delincuente,Tokischa,"190,095,480","35,863","12,100,534","358,618","88,295,849","801,557,207","65,010","1,258,357",1
Kernkraft 400 (A Better Day),Topic,"171,920,896","41,774","34,142,715","5,176","2,927,375","51,987,916","1,823,310","1,861,356",0
SORRY NOT SORRY,"Tyler, The Creator","98,301,770","40,539","4,631,003","4,786","2,486,105","19,817,648","795,416","120,860",1
Bad (feat. Vassy) - Radio Edit,Showtek,"602,359,731","109,606","23,041,032","22,696","7,842,088","95,570,279","273,766,835","8,703,879",0
Fever,Dua Lipa,"381,166,294","50,838","9,475,236","1,500,542","51,527,633","728,998,950","67,708,098","2,185,831",0
Buenas,Quevedo,"108,163,942","22,023","7,264,376","12,100","1,978,266","23,664,790","1,117,763","130,949",0
Let Her Go,Passenger,"2,252,713,547","205,647","46,729,104","244,760","66,168,928","641,996,440","78,846,239","33,584,600",0
Put Your Records On,Ritt Momney,"600,521,313","79,793","18,207,064","11,463","10,517,561","79,947,183","1,703,122","2,448,945",0
So Am I,Ava Max,"570,045,987","57,702","10,099,210","233,355","26,434,189","218,968,895","327,698,772","4,651,739",0
Slide,Calvin Harris,"1,044,358,962","165,916","41,514,442","65,020","31,332,915","323,428,098","402,464","8,401,595",1
Feel Good Inc.,Gorillaz,"1,407,382,497","357,484","72,604,627","337,277","152,628,012","1,396,761,942","519,221,456",,0
Me And My Broken Heart,Rixton,"733,931,275","115,255","27,152,345","293,382","6,037,735","47,138,593","376,872,478","6,889,166",0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,"332,224,927","90,422","12,036,582","51,790","29,352,131","210,052,450","688,339","722,682",1
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,Ha*Ash,"296,711,145","17,197","13,770,893","144,200","3,933,137","78,337,323","5,228,835","970,443",0
Blinding Lights - Instrumental,The Weeknd,"5,191,059","1,333","1,102,247","86,612","34,207,191","490,367,040","18,293",,0
Here With Me,Marshmello,"676,451,716","70,317","19,641,164","330,309","12,206,145","89,270,256","342,543,929","3,705,612",0
Ain't Your Mama,Jennifer Lopez,"478,791,369","58,453","15,619,408","512,763","28,874,189","281,205,271","208,345,707","4,680,196",0
Rock My Body,R3HAB,"155,454,907","26,701","54,553,074",535,"81,509","2,164,944","342,422,383","1,341,106",0
TWINNEM,Coi Leray,"34,116,353","10,084","1,619,073","2,426,688","716,422,698","6,661,617,341","305,361,285","1,061,424",1
Mood,Makar,"86,132,200","50,326","3,786,319","204,570","22,270,479","397,336,191","12,171,024","1,548,192",1
TU$$I (with Dei V),YOVNGCHIMI,"94,305,899","11,356","9,053,525","24,000","8,394,951","73,323,706","181,125,928","203,793",1
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,"158,017,957","35,544","6,481,114","33,800","25,195,709","227,308,261","1,218,277","137,614",0
The Bones,Maren Morris,"461,420,009","32,656","13,523,577","46,959","14,368,835","123,888,567","506,561,773","2,469,386",0
Good News,Mac Miller,"447,761,883","116,525","15,419,745","95,825","43,407,153","367,511,487","2,621,984","666,198",0
Wiggle (feat. Snoop Dogg),Jason Derulo,"458,706,557","72,270","18,270,302","1,969,612","150,122,218","1,599,868,506","202,089","10,208,674",0
Evoque Prata,MC MENOR HR,"224,150,665","33,067","14,383,640","330,044","15,466,674","279,699,428","176,591,291","300,617",1
MIDDLE CHILD,PnB Rock,"143,152,814","37,044","3,705,069","21,064","7,419,600","56,902,607","15,229,934","172,456",1
Beat the Odds,Lil Tjay,"115,581,471","49,847","5,823,632","19,042","11,669,063","93,356,963","231,265,850","359,642",1
All Around The World (La La La),R3HAB,"654,965,766","124,386","40,611,935","532,715","150,205,415","1,859,282,676","27,772,087","3,047,102",0
ıııııı ıııııııııııı ıııııııııııı (My head is spinning like a screw),kostromin,"116,542,329","41,062","3,658,542","1,844,500","547,119,599","3,964,454,629","1,169,307","3,536,203",1
Already Rich,Yeat,"156,047,755","31,578","4,170,271","195,434","26,190,022","273,007,809","83,289","252,675",1
Bruises,Lewis Capaldi,"1,135,588,382","132,498","38,683,695","119,383","13,112,648","120,059,618","14,015,244","2,299,610",0
exile (feat. Bon Iver),Taylor Swift,"757,789,027","81,489","55,181,767","177,809","72,512,284","553,360,638","14,052,190","1,831,311",0
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,"116,539,504","7,964","8,670,175",30,"204,176","870,565","41,655,609","220,900",0
Love Sosa,Chief Keef,"757,522,352","224,483","30,472,220","186,541","59,591,708","450,672,924","2,329,764","1,130,370",1
Skibidi,Little Big,"46,872,738","21,343","1,515,150","552,680","35,154,078","460,636,179","10,539,876","1,055,258",0
I'm Geekin,DDG,"76,004,507","24,334","3,477,076","480,208","182,882,813","1,467,434,192","203,939,429","132,370",1
Eres Mï¿½,Romeo Santos,"562,983,225","52,754","16,157,389","261,129","33,076,170","314,778,494","224,225,223","3,343,573",0
Yo Ya No Vuelvo Contigo - En Vivo,Grupo Firme,"1,969,714",502,"83,027","2,322","547,396","10,405,552","17,029,446",,0
Bella y Sensual,Romeo Santos,"494,373,634","45,589","20,264,304","48,062","5,427,309","40,949,580","254,653,941","1,736,972",0
Bertahan Terluka,Fabio Asher,"171,663,870","10,620","2,901,653","1,446,616","315,673,377","4,039,554,717","2,312,695","89,958",0
